,Comment,Climate
958,"Det lyder godt. Det opfatter jeg som et tilsagn om, at geotermi bliver reguleret via undergrundsloven, og at det derfor er relevant, at vi får kigget på det. Så det synes jeg er et godt tilsagn fra ministerens side, og så må det jo være muligt at lave nogle ændringsforslag til det her lovforslag, som får sikret, at der er nogle klare retningslinjer at køre efter. Jeg synes, at det, der er sket med de kystnære møller, hvor man frit kunne, man kan sige lægge en ansøgning ind, ikke har været den bedste proces planlægningsmæssigt. ",0
959,"Tak for spørgsmålet. Jeg har ikke lige forholdt mig til det her spørgsmål, inden jeg trådte ind i salen i dag, så måske det kunne være oplagt, at vi i forligskredsen tog en drøftelse af, hvordan vi fremmer geotermi, hvad det er for rammevilkår, der gælder, hvordan vi sikrer os størst mulig inddragelse af det lokale varmeselskab, borgere og så videre – det er sådan set også noget, jeg er optaget af – samtidig med at vi også får sat gang i noget mere geotermi. Så jeg vil faktisk foreslå, at vi tager en snak i energiforligskredsen om, hvordan vi håndterer det her, så jeg ikke står her i dag og giver nogle tilsagn, jeg efterfølgende ikke vil kunne leve op til. ",0
960,"Mødet er åbnet. I dag er der følgende anmeldelse: Skatteministeren (Karsten Lauritzen): Lovforslag nummer L 207 (Forslag til lov om ændring af lov om ændring af selskabsskatteloven og forskellige andre love. (Forlængelse af overgangsperiode for fastsættelse af bilers brændstofforbrug). Titlen på den anmeldte sag vil fremgå af www.folketingstidende.dk (jævnfør ovenfor). Ministeren for nordisk samarbejde har meddelt mig, at hun ønsker i henhold til forretningsordenens § 19, stykke 4, at give Folketinget en skriftlig Redegørelse om det nordiske samarbejde. (Redegørelse nummer R 13). Eksemplarer vil blive omdelt, og redegørelsen vil fremgå af www.folketingstidende.dk. Redegørelsen vil komme til forhandling tirsdag den 26. marts 2019. ",0
961,"Tak for det, formand, og tak for ordet. De tidligere ordførere har jo allerede i høj grad redegjort for, hvad det her lovforslag handler om. Det handler om at forlænge den nuværende overgangsperiode, så den løber helt til 2020. Det er jo, fordi regeringen har nedsat en kommission, der skal se på, hvordan vi kan få 1 million grønne biler i 2030. De skal komme med deres forslag i 2020, og så er det jo oplagt, at det er til den tid, vi også kigger på det her med brændstofforbruget. Så for at sikre tryghed om, hvad det rent faktisk er bilerne koster, og for ikke at have for meget usikkerhed, synes vi, det er en rigtig god idé at forlænge den her overgangsperiode. Derfor kan Venstre støtte lovforslaget. ",0
962,"Det her  er  meget vigtigt for Radikale Venstre, men i modsætning til Enhedslisten, som jo ligesom ikke har så stor erfaring med at forhandle regeringsgrundlag, så er det, man går ind og kigger på, om man samlet set kan stå inde for det hele. Der er det, jeg siger, at offentlighedsloven er rigtig vigtig for Radikale Venstre, men det er også rigtig vigtigt for Radikale Venstre, at vi får flere pædagoger i vores daginstitutioner, at vi får en bedre folkeskole, at vi får stoppet besparelserne på uddannelsesområdet, og at vi får lavet en grøn omstilling med flere elbiler og med udtagning af landbrugsjord. Det er jo den samlede pakke, der kommer til at afgøre, om vi er med eller ej. Så ja, offentlighedsloven bliver en meget vigtig del af det. ",0
963,"Jamen jeg synes da, det er udmærket, at man afsætter lidt penge til forskning og udvikling inden for landbrug, men helt ærligt: 90 million kr.? Nu har vi lige for lidt siden diskuteret en sag, hvor regeringen kunne finde ud af at finde 40 milliard kroner ekstra til nye veje, og så står vi nu og diskuterer landbrugssektoren, og der fremhæver ministeren så, at der er 90 million kroner til noget ekstra forskning. Kan ministeren ikke se, at det er en meget skæv prioritering, når nu vi står over for den her kæmpe opgave med at reducere landbrugets CO 2 -udledning? ",0
964,"Tak for spørgsmålet. Jeg vil ikke afvise, at det er en mulighed. Altså, der er jo et massivt fokus på det her, og for regeringen er det helt afgørende, at vi får reduceret udledningerne fra landbrugsområdet, men samtidig med det skal vi gøre det på en måde, så vi også opretholder en stor dansk fødevareproduktion. Det er med til at bidrage til meget af det, vi gerne vil. Der er en eksport, der er enormt stor. Hvis vi kigger på, hvad det er, vi lever af i Danmark, så er eksporten af fødevareprodukter jo det, der kommer ind på en absolut førsteplads, og det bidrager da også til vores velfærd og vores muligheder for at løse en lang række andre opgaver, herunder også på klimaområdet. ",0
965,"Tak. Bekymrer det ministeren, at dansk landbrug ifølge professor Jørgen E. Olesen (på konferencen »Fødevarer i et ændret klima« arrangeret af Aarhus Universitets interdisciplinære center for klimaforandringer, iClimate, den 18. marts 2019) først er klimaneutralt i 2096, hvis man fortsætter den nuværende reduktionstakst, og først i 2290 – 240 år efter regeringens mål om, at landbruget skal være klimaneutralt – hvis man medregner LULUCF, og giver det ministeren anledning til at opsætte nogle politiske mål for landbrugets klimabelastning frem mod 2050? ",1
966,"Vi har i Danmark en super, super stærk og innovativ landbrugs- og fødevaresektor, som i allerhøjeste grad har været omstillingsparat. Den står super stærkt, og jeg tror faktisk, at den er bedre, end vi er herinde i Folketinget, til at vurdere, hvordan man tilrettelægger produktion, som er super innovativ. Erhvervet har været i stand til at reducere udledningerne markant, og som nu det seneste udspil fra både Landbrug & Fødevarer, Arla og Danish Crown også viser, er man parat til at påtage sig et ansvar. ",0
967,"Tak. Er ordføreren for Enhedslisten så ikke også enig i den konklusion, der jo sådan set lå i det fremragende spørgsmål fra fru Karina Due tidligere, om, at udledningen fra de køretøjer – hvad enten det er busser eller lastbiler eller varevogne – der skal overholde de Euronormer, der nu gælder for de fem største byer, jo sådan set vil være på samme lave niveau, selv om de så kører igennem Rødovre eller en anden kommune, som godt kunne tænke sig en skærpet miljøregulering? ",0
968,"Som jeg prøvede at forklare det før, handler det her om at ramme de steder, hvor udfordringen er størst, og hvor udledningen er værst, og det er den i de fem største byer. Så er jeg helt med på, som fru Trine Torp siger, og som andre også har sagt, at der også er en udfordring i de kommuner, hvor trafikken bliver ledt uden om. Vurderingen fra vores side har været, at man skal sætte skellet et sted, og det har vi valgt at gøre i de eksisterende miljøzoner og valgt at sige: Lad os opdatere dem, sådan at man ved, hvad det er for noget, vi har at regne med, og hvis vi skal have en drøftelse omkring det i udvalgsbehandlingen, tager jeg meget gerne den. ",0
969,"Det er også en balance i forhold til fremkommelighed, og hvor man kan bevæge sig rundt i trafikken. Nu har vi valgt at have grænsen her, og fru Trine Torp ønsker at have grænsen et andet sted, og fred være med det. Vi har indført nogle miljøzoner, og nu forbedrer vi de miljøzoner, og det er jeg sådan set meget godt tilfreds med, også fra et Venstresynspunkt, altså at det er os, der står for miljøforbedringerne i trafikken i det her land. Så kan vi have diskussionen om, om vi skal udvide de zoner – og lad os endelig have den diskussion – men den skal jo ikke handle om, hvad der er folks egen opfattelse af, hvor problemet er størst. Vi må tage udgangspunkt i, hvor udledningen og hvor trafikken er størst, og ikke hvor oplevelsen er størst. ",0
970,"Så prøver jeg noget andet: Hvordan vil regeringen så forholde sig til, at man lukkede op for at etablere nulemissionszoner, altså zoner, hvor det var helt forbudt at køre i diesel- eller benzindrevne biler? Det kunne jo fremme salget af elbiler, måske endda betragteligt. Det gør regeringens klima- og luftudspil jo ikke i nogen særlig grad. Så kunne jeg også lige tænke mig at vide, om regeringen og ministeren ville være åbne over for at diskutere en mulighed for, at kommunerne kunne sætte nogle begrænsninger op i forhold til den partikeludledning, der er fra brændeovne. ",1
971,"Tak for det, og tak til ordføreren for også at dele lidt guldkorn omkring regeringens klimastrategi fremadrettet. Vi har jo en bilpark på omkring 2,4 millioner biler, og det er små 10.000 elbiler, vi har i Danmark. Klimarådet siger, at vi skal have 1 million elbiler i 2030, hvis vi skal nå klimamålene, så jeg synes, at det er ganske fornuftigt, at lovforslaget her bliver fremsat. Det er så 200 eltaxaer. Kan ordføreren nu, hvor ordføreren selv taler om strategi, lufte lidt om, hvordan Venstre ellers har tænkt sig at gribe det an med at være emissionsfri i 2030 for taxaer og i 2050 for biler? ",1
972,"Så har jeg nok misforstået ministeren tilbage den 27. november sidste år, da han udtalte: Hvis vi blot sidder med hænderne i skødet, vil en masse omkostninger stige eksplosivt her. Mig bekendt ligger der netop ikke i klimaatlasset de fulde samfundsøkonomiske konsekvenser ved klimaforandringerne. Altså, hvad koster det samfundet som helhed, hvis det sker, hvad koster det for vores fødevareproduktion, hvad koster det hele vejen rundt, så vi kan begynde at holde det op imod de nødvendige investeringer? Mener ministeren virkelig, at der er fuldt samfundsøkonomisk overblik over økonomien i det danske samfund ved de her temperaturforandringer? ",0
973,"Nej, selvfølgelig giver klimaatlasset ikke de fulde konsekvenser af de samfundsøkonomiske konsekvenser af klimaforandringerne. Klimaatlasset er et rigtig godt redskab. Det er første step, i forhold til at kommunerne og andre aktører har et så godt redskab som overhovedet muligt i forhold til at vurdere, hvor der skal investeres for at imødegå klimaforandringerne, og derfor er klimaatlasset i forhold til at vurdere risikovurderinger og også scenarier for global opvarmning et rigtig godt redskab. ",0
974,"Tak til herre Christian Poll. Jeg mener faktisk, at klimaatlasset er et udmærket udgangspunkt, i forhold til at se hvad konsekvenserne er. Klimaatlasset giver jo vurderinger i forhold til havvandstigninger, kraftige regnskyl og så videre, og hvad konsekvenserne er af det, og hvor det vil være fornuftigt at investere, også ude i kommunerne. Men jeg vil da ikke afvise, at der også kan gøres overvejelser om, hvorvidt man på længere sigt også skal se på, om man er nødt til at udbygge det yderligere, om der er behov for yderligere konsekvensberegninger af klimaforandringerne, hvad de betyder for det danske samfund, og hvor det vil være fornuftigt at investere i forhold til at imødegå konsekvenserne. ",1
975,"Alle konsekvenser af klimaforandringer, af lovforslag, af alt, hvad man helt berettiget kan have af bekymringer på det her område, er relevant at få lavet vurderinger af. Og det er også derfor, at både medlemmer af Alternativet og alle andre partier løbende spørger Finansministeriet, spørger klima- og energiministeren for at få foretaget beregninger af diverse scenarier og konsekvenser. Og det vil jeg anbefale at Alternativet også fortsætter med. ",1
976,"Nej, men der er tale om, at Alternativet påstår, at det ville være en klimagevinst, hvis man lukkede ned for produktionen i Danmark, men at der stadig væk blev forbrugt det samme i Europa, eller i verden. Og der er det bare, jeg siger, at det jo ikke er rigtigt, hvis den produktion så bare foregår et andet sted. Så ville det, ud over at det faktisk ville forøge udledningen af klimagasser, fordi det er mindre klimavenligt at udvinde i mange af de lande, vi ellers handler med, også betyde, at vi havde færre penge til at investere i den grønne omstilling og dermed til at vise den vej, som flere af verdens lande skal gå i de kommende år. ",1
977,"Nej, vi kommer da selvfølgelig til at skulle stoppe udvindingen i Danmark. Det, jeg siger, er, at hvis man vil påvirke oliemarkedet i verden, så skal man gøre det ved at reducere efterspørgslen. Det er den effektive måde. Hvis man reducerer udbuddet i et land, så flytter den produktion til et andet land, og hvis det land udleder mere CO 2  så har klimaet ikke vundet noget ved det. Derfor synes jeg sådan set, at der er udmærket paritet imellem, at vi i Danmark reducerer vores eget forbrug af fossile brændsler, og at vi lever op til de aftaler, vi har lavet, omkring udvinding, og så i øvrigt investerer de penge i at få sat turbo på den grønne omstilling. ",0
978,"Tak for det. Nu er det sådan, at hvis vi skal nedbringe klimabelastningen på verdensplan, skal vi jo skrue ned for afbrændingen af fossil energi. Det hænger sådan set meget logisk sammen med, at vi så også skal udvinde mindre fossil energi, og der er det jo, at forskerne har fortalt os, at hvis vi skal holde os inden for det, der ender med at blive 1½-2 graders temperaturstigning, så skal vi faktisk lade 80 procent af de kendte reserver i dag blive i undergrunden. Det vil sige, at vi kan trække 20 procent op, altså en femtedel af det, vi kender, kan vi trække op. Hvorfor skal det ikke gælde for Danmark? ",1
979,"Vi skal gøre det på den måde, at vi udfaser fossile brændsler, når det er muligt. Jeg tror ikke på, at det er muligt at stoppe med at bruge olie og gas i Danmark inden for 10 år, og derfor bliver vi nødt til at få den olie og gas et sted fra. Og hvis vi ikke selv producerer det, skal vi købe det et andet sted. Så kort og godt kan det siges. Skal det produceres i Danmark eller skal det produceres i Saudi-Arabien? Og skal pengene, som danskerne køber olie og gas for, ende i den danske statskasse eller i den saudiarabiske statskasse? Det er det, valget står imellem – og der er Dansk Folkepartis valg klart. Jeg kan så høre, at Alternativet har et andet syn på det, og det må man jo så forklare, altså hvorfor pengene skal havne i Saudi-Arabien i stedet for i Danmark. ",0
980,"Planen er helt klar, og den er, at vi skal gøre os uafhængige af olie og gas. Vi skal fortrænge det, vi skal lave teknologier, som kan lave biobrændstoffer, som vi så kan lave følgeprodukter ud fra, det vil sige plastikposer og andre materialer. Vi skal gøre det på den måde, at vi sikrer, at de grønne initiativer, altså vindmøllestrøm og andre teknologier, kan udkonkurrere olie og gas. Og så skal vi ikke glemme, at gas er et vigtigt virkemiddel, både til at sikre mere biogas ind i vores infrastruktur, men også til at fortrænge kul. ",1
981,"Vi er på mange områder meget langt med at fortrænge sorte teknologier med vedvarende energi. Det glæder mig selvfølgelig meget, og det er jo kun takket være de massive investeringer, vi har foretaget på tværs af Folketingets partier igennem de sidste mange, mange år. Men vi må bare ikke glemme, at olieprodukter bliver brugt til en lang række andre ting end for eksempel opvarmning. Det bliver også brugt til smøremidler, og det indgår i produktionen af mange andre materialer. Så på nuværende tidspunkt har det længere udsigter at blive uafhængige af olieprodukter. ",0
982,"Det er lige præcis det, vi er i gang med med energiaftalen som et minimumsfundament, som vi kan bygge oven på, så vi kan få nedbragt alle vores udledninger af klimagasser. Det er jeg fuldstændig enig i. For os er det bare vigtigt, at man også gør det andet. For den olie og gas og det kul, man pumper og graver op, bliver jo brændt af. Hvis vi ikke skal gå foran på det område også, hvem skal så gå foran? Jeg kan ikke se særlig mange andre. Dog er der faktisk lande, der har gang i at kigge på det. Så det er jo relevant. ",1
983,"Ja, det er fuldstændig rigtigt. Jeg forstår bare ikke, at når nu alle erhvervsvirksomheder og så videre, som ordføreren nævner, skifter til at investere i vedvarende energiteknologier, hvorfor har ordførerens parti og en række andre partier, et flertal her i salen, så valgt at sige, at den danske stat fortsat skal investere frem til næsten 2050 i de her teknologier? Hvorfor ikke tage den samme konsekvens og gå foran og sige: Det her med olie og gas er vi færdige med i Danmark over en 10-årig, måske 15-årig periode? Og så sørge for, at det sker. ",1
984,"Jeg er glad for, at ordføreren for forslagsstillerne har hørt, at Konservative er det grønne parti. Det har han fuldstændig ret i. Men vi er også realistiske med hensyn til afviklingen af fossile brændstoffer. Vi har en realistisk tilgang til det forstået på den måde, at Danmark jo skal fungere, at velfærden skal fungere, og at velstanden skal være der, også indtil vi har fundet den teknologi, der kan være med til at fortrænge de fossile brændstoffer. Det er vi bare realistiske om, og det er det, Alternativet mangler, nemlig realisme, med hensyn til hvor hurtigt man kan gøre det her uden at få et velfærdstab. ",0
985,"Tak. Nu er det jo egentlig en meget lille andel af de samlede indtægter til velfærdsstaten, der kommer fra nordsøolien. Faktisk er det sådan, at velfærdsstaten er ret godt polstret på den lange bane. Så når nu vi har den her forpligtelse i Parisaftalen til at nedbringe vores emissioner, ville det da ikke se fjollet ud, hvis vi pludselig om 10-15 år stod og producerede en masse fossil energi, mens vi samtidig er et samfund, der har nedbragt vores emissioner ret drastisk? ",1
986,"Jamen vi vil jo netop ikke inden for de næste 10 år være så langt nede, at vi er fri af fossile brændstoffer. Derfor ville det betyde, at vi skulle importere. Og da vi er det mest CO 2 -effektive land med hensyn til olieproduktion, ville vi jo forøge CO 2 -udslippet på det her område, og det ville være meget, meget ufornuftigt. Derfor vil grøn omstilling for Danmark være, at vi først og fremmest får de teknologier bragt frem, som kan være med til at fortrænge kulbrinte. Og det vil vi kunne gøre ved at bruge nogle af de her milliarder, som vi får ind fra olieudvindingen i Nordsøen, til at lave den grønne omstilling. ",1
987,"Tak. Vi mener, at vi skal længere end netto nul, og jeg ved godt, at regeringen mener, at det hedder netto nul i 2050. Vores ambition i Alternativet er at være fossilfri langt tidligere, og det betyder jo faktisk, at vi skal være færdige med at udvinde og bruge fossil energi i Danmark. Med hensyn til erstatningssagerne vil jeg lige sige, at der jo i sådan et forløb vil være tale om forhandlinger, og der vil man over for de her virksomheder skulle gøre gældende, hvilke erstatninger de kan få. Og der tror jeg, det bliver langt mindre, end vi lige forventer. Men der er ikke noget klart svar fra ministeren på spørgsmål 230. ",1
988,"Hvis jeg var biolog, ville jeg også efterspørge det. Men det var simpelt hen et forståelsesspørgsmål. Vi har jo været på biodiversitetstur i Miljø- og Fødevareudvalget, hvor vi også så områder, hvor vi også så dyr, der gik ude hele året, og som ordnede nogle områder. Lige umiddelbart var det for mig ikke et kæmpestort område, og det var måske derfor, at jeg studsede, fordi ordføreren taler om de her store samlede områder, hvor vi kan lave noget mere biodiversitet. Jeg synes, at meget af det, vi så, da vi netop var på den tur, også var små områder. Jeg ved ikke, om jeg er mere betrygget, men jeg har det lidt mere roligt nu, i forhold til at det måske ikke nødvendigvis er hele Jylland, man vil lægge ud til biodiversitet. Tak for det. ",0
989,"Tak. Så vil jeg egentlig bare sige – nu kender jeg ikke så meget til Socialdemokratiets landbrugspolitik – at en idé kunne være at tænke skovlandbrug ind i forhold til større biodiversitet og så videre Der vil jeg så bare invitere ordføreren til et af de første skovlandbrug, der er oprettet lige hos en af mine naboer i netop Nationalpark Mols Bjerge. Så det kan man jo komme over at se som en inspiration til en måde også at omlægge nogle af de faktisk dyrkede arealer til meget mere natur på, samtidig med at man faktisk dyrker rigtig effektivt. ",1
990,"Noget af det, vi gerne vil opnå, er at vende tilbagegangen i biodiversitet til en fremgang, og der vil det jo være naturligt, hvis det, man skulle tro var den ypperligste natur, altså en nationalpark, rent faktisk var en ypperlig, fri og vild natur, og det er jo derfor, vi gerne vil have, at den danske natur får et løft, også i nationalparkerne, også i Natura 2000-områderne, også i de danske statsskove. Det virker bare mærkeligt på os, at vi, når der er den naturkrise, der er, så ikke kan løfte naturkvaliteten der, hvor man må forvente den er høj. ",1
991,"Altså, nu er det jo ikke sådan, at natur fylder mere, end landbrug gør. Og hvis man ser på, hvor stor en del af arealet, der i dag er udlagt til landbrug, er det ofte noget jord, som dybest set ikke er produktivt. Så var det jo langt bedre, at vi havde natur på de arealer. Det ville give både langt mere biodiversitet og langt større mulighed for at kunne udnytte de naturværdier, der er i Danmark. Så det er jo ikke, fordi vi har pladsmangel i forhold til at kunne have natur i Danmark. Det er bare et spørgsmål om, hvilken politisk vilje vi har, eller hvilket natursyn vi har. ",0
992,"Jeg får svært ved på 30 sekunder helt at redegøre for, hvordan vi får rettet op på biodiversiteten. Men jeg vil sige, at jeg synes, det er en relevant debat at tage i dag, og tak til Alternativet for det. I Det Konservative Folkeparti gør vi os også tanker i forhold til flere naturreservater, naturnationalparker, og hvad vi kan finde på at kalde det. Lille Vildmose er et godt eksempel på et naturareal, hvor der faktisk ikke er ret meget beboelse, stort set ikke noget, og hvor man sagtens kunne overveje at lade naturen få større råderet. Så vi vil godt være med til at diskutere nogle mere naturtunge opsætninger, men det må være med udgangspunkt i noget nyt og ikke i de eksisterende nationalparker. ",0
993,"FSC og træindustrien, ja, og jeg har også været i dialog med dem, og jeg ved godt, at der er bekymring derude. Men sagen er jo, at man ret hurtigt kunne få rigtig mange af de private skove FSC-certificeret, især hvis man lige skubber lidt på den udvikling – og det kunne ministeren måske overveje. Det er jo ikke sådan, at vi vil lukke ned for tømmerproduktion i Danmark. Der er jo stadig 80 procent af skovene tilbage til den tømmerproduktion. Det, vi bare har brug for, hvis vi spørger forskerne, er jo 75.000 ha. Vil ministeren starte med at udlægge 75.000 ha af de danske statsskove til biodiversitet? ",0
994,"Der er altid plads til forbedring. Der er også i den grad plads til forbedringer hos mig selv og i vores måde at gøre det her på. De tal, som ordføreren nævner, kan jeg ikke i hovedet af indlysende årsager. Og jeg vil altså sige, at jeg holder utrolig meget af skov, jeg holder rigtig meget af urørt skov og biodiversitetsskov, men det er altså ikke det eneste, vi har skove til. Og jeg mener ikke, at det er det eneste formål, som skovene skal opfylde, nemlig at være urørt skov. Biodiversiteten er vigtig, men der er altså også andre hensyn – rekreative hensyn, klimahensyn og træproduktion – som jeg synes vi skal holde os for øje. Så min tilfredshed over de her 13.800 ha får ordføreren ikke pillet af mig. ",0
995,"Det forestiller jeg mig heller ikke, men jeg synes jo bare, at vi nu har forskere, som laver en rapport, som klart siger, at vi bliver nødt til at hæve ambitionsniveauet og i hvert fald have minimum 75.000 ha urørt skov – som minimum. Vi kan jo blive ved med at tale om, at biodiversitet er vigtigt, men hvis ikke vi sætter konkret handling bag ved det, så bliver det jo lidt hult. Altså, hvis vi bliver ved med at sige, at jamen skov er dejligt, men at vi bliver nødt til at bruge dem til at drifte, så styrker det jo ikke biodiversiteten. Er ministeren ikke enig i, at hvis vi skal opnå de mål i forhold til biodiversitet, så bliver vi nødt til at øge det og yde en styrket indsats i forhold til det, vi gør i dag? ",1
996,"Det kan jeg forsikre at regeringen også gør, både i form af udlæg af mere urørt skov, end nogen nogen sinde har gjort, og i form af egen indsats. Så sent som i mandags satte jeg ild til et træ i Dyrehaven nord for København – det er ikke noget, jeg sådan vil anbefale at man gør i al almindelighed – hvor vi udvidede Dyrehaven ved Jægersborg Hegn med 25 procent blandt andet af biodiversitetshensyn. Vi gør ganske meget for biodiversiteten. Jeg er også nødt til at sige, at hvis man lige tager 75.000 ha skov og hiver det ud, så er den første udgift på 4 milliard kroner, og de løbende omkostninger på årsbasis vil være 35 million kroner Det er sympatisk at mene det her, men så længe man mener det uden at skaffe pengene, så er det jo ligegyldigt. ",0
997,"Det med det potente skulle naturligvis forstås i overført betydning, og jeg er ked af, hvis jeg trådte på et ømt punkt der. Det skal jeg beklage. I forhold til spørgsmålet er det jo sådan, at vi har brug for mere urørt skov i Danmark, og det har vi haft i mange år. Forskerne siger jo entydigt, at det er der, vi skal sætte ind, hvis vi ønsker at styrke biodiversiteten. Jeg synes, at regeringen har taget et skridt under det nuværende styre, men jeg synes, det går for langsomt med at udrulle det. Jeg synes, at ambitionerne er for små. Men jeg anerkender, at man tager et skridt. Jeg tror bare, vi har brug for at tage større skridt hurtigere. ",0
998,"Tak. Jeg fik ikke rigtig noget svar på, hvornår det skulle ske, altså hvad tidshorisonten var. Jeg synes også, at det, der er lidt bekymrende, er, at i forskernes rapport fremgår det, at de har den omvendte vægtning af, hvor meget der skal være privat, og hvor meget der skal være statsskov. For langt det største potentiale for at få biodiversitet igennem urørt skov ligger i de private plantager. Det, forskerne anbefaler, er, at det er 53.000 ha, der kommer fra private og så kun 22.000 ha fra statsskove, og det er bare for at nå op på et minimum på 75.000 ha. Så er Socialdemokraterne ikke enige i, at vi bliver nødt til at gøre en øget indsats for netop at sikre, at det også er de arealer, hvor vi får mest biodiversitet, der bliver udtaget, og dermed at det også bliver i de private skove? ",0
999,"Tak for det. Jeg bliver jo nødt til at starte med at rose Liberal Alliance og ordføreren for jo faktisk at være det mest visionære parti i blå blok i forhold til biodiversitet, idet ordføreren understreger, at man faktisk vil udlægge alle statslige skove til urørt skov, og faktisk skal også landbrugsarealer udlægges til vild natur. Det undrer mig bare lidt, for når nu man læser det, forskerne skriver, så siger de jo, at en stor del af behovet for at få skabt biodiversitet er noget, der findes i private skove. Jeg kan høre, at Liberal Alliance ikke der har helt den samme iver efter at udlægge noget til urørt skov. Altså, skal det forstås sådan, at det er Liberal Alliances opfattelse, at biodiversiteten kun kan trives på offentligt ejede arealer? ",0
1000,"Nu var det bare, fordi ordføreren talte så varmt om det her med kulstofopbygning, og hvor meget godt man ville få, hvis man omlagde de statslige skove til urørt skov, så man netop fik højnet biodiversiteten. Så kunne det jo for en udenforstående godt være svært at forstå, hvorfor det kun gælder for de statslige skove, men ikke for de private skove, især når det så også er sådan, at forskerne faktisk peger på, at de arealer, der er bedst eget til at skabe meget biodiversitet, faktisk er i de private skove. Men jeg er klar over, at det selvfølgelig vil være svært for Liberal Alliances ordfører at gå ud og argumentere for, at vi skal nationalisere hele Danmark for at få god biodiversitet. ",0
1001,"Det er fuldstændig rigtigt, at det kunne være meget svært for Liberal Alliances ordfører at gå ud og argumentere for det. Der gælder jo selvfølgelig de samme forhold på private arealer, som der gør på statens arealer, i forhold til natur og biodiversitet. Der er ikke nogen forskel. Som jeg sagde før, kerer vi os meget om den private ejendomsret i Liberal Alliance. Vi ønsker ikke at pådutte private lodsejere nogen restriktioner i den her sammenhæng, men vi vil meget gerne gå forrest og omdanne staten til det. Og forvaltningen af Naturstyrelsens arealer og statens arealer bør i den her sammenhæng være et lysende godt eksempel på, hvordan man driver det med natur og biodiversitet, friluftsformål og så videre Det er formålet. ",0
1002,"Tak. Jeg blev lige sådan lidt forvirret, for jeg forventede jo, at Liberal Alliance ville være med på det, som vi egentlig har hørt i mange år, nemlig en forholdsvis hurtig frisætning af produktion i danske statsskove, men så blev det til en forklaring om, at alle landbrugsarealerne, som staten ejer, skal blive til skov, og at det skulle være det første. Der undrer jeg mig lige, fordi spørger man biodiversitetseksperter, siger de jo, at der ikke er meget biodiversitet at hente i starten, når man laver en pløjemark om til skov. Er Liberal Alliance med på en hurtig omstilling af alle statsskovene til urørt skov, eller skal vi vente på, at vi først kommer igennem landbrugsarealerne, og hvad er tidshorisonten så for det? ",0
1003,"Supergodt, det er jeg rigtig glad for at høre. Jeg vil bare gerne høre, hvornår ordføreren og Liberal Alliance tænker, at vi skal nå de her 75.000 ha urørt statsskov, som biodiversitetsforskerne siger er nødvendige for at stoppe tilbagegangen i biologisk mangfoldighed. Det er jo det, der ligesom er det store runde tal, som har været ude i debatten. Hvornår når vi dertil? 13.000 ha er en fin start, men det er jo småting i forhold til det, vi skal nå, nemlig 75.000 ha som minimum. ",0
1004,"Tak for svaret, og jeg er rigtig glad for at høre, at der også skal være fokus på at sikre biodiversiteten i de private skove. Der mener jeg jo blot, at når der bliver peget på det her i rapporten fra Københavns Universitet som en minimumsstandard, altså med de 75.000 ha, hvoraf de 53.000 ha skal komme fra private skove, så er det en form for bunden opgave, som vi bliver nødt til at finde løsninger på. Så er jeg helt med på, at vi selvfølgelig skal sikre, at det foregår på en god og ordentlig måde, men hensynet til biodiversiteten må naturligvis vægte rigtig, rigtig højt. ",0
1005,"Det glæder mig at høre, at det er et felt, som regeringen også vil prioritere. Nu er det sådan, at vi har mange støtteordninger for vedvarende energi i øjeblikket, som med tiden vil blive udfaset. Støtteniveauet har været relativt højt, men den teknologiske udvikling har gjort, at der ikke længere er så meget brug for støtte. Regeringen og Dansk Folkeparti har sammen været med til at afvikle og også forny nogle støtteordninger, så er det også noget, som regeringen vil se på, altså om nogle af de penge, som hidtil har været brugt på støtteordninger fremadrettet kunne bruges på forskning i stedet for? ",0
1006,"Det er så absolut en mulighed. Jeg er meget glad for det samarbejde, der har været mellem regeringen og Dansk Folkeparti, om at afvikle og reducere støtten til vedvarende energi. Det er faktisk gået sådan, at med det seneste udbud, der har været, er vi nede på 2,5 øre per kilowatt-time i støtte til ny vind og sol. For få år siden blev der givet 25 øre per kilowatt-time, så man kan i allerhøjeste grad sige, at der er sparet nogle penge. Og det giver jo muligheder, når man sparer penge i den her størrelsesorden, for at prioritere, hvis der er politisk vilje til det, pengene derhen, hvor man kan sige teknologien endnu ikke er moden til at stå på egne ben. ",0
1007,"Tak for svaret, som glæder mig. Jeg kan nemlig også se tilbage på, at der har været nogle gode aftaler mellem regeringen og Dansk Folkeparti om reduktion af støtten til vedvarende energi, og det er jo ikke, fordi hverken regeringen eller Dansk Folkeparti bryder sig om vedvarende energi, men simpelt hen fordi teknologien er så udviklet, at der ikke længere er brug for støtte på samme niveau, som der har været hidtil. Så det er jo kun glædeligt, at der bliver nogle ledige midler, som kan prioriteres anderledes. Så kan vi så gå ind i en diskussion af, om det så er forskning i endnu mere ny teknologi, som de skal bruges på. Det er i vi i hvert fald i Dansk Folkeparti indstillet på at se på, og det glæder mig, at regeringen har samme syn på sagen. ",0
